address1,address2,address3,dlr_cd,dlr_nm,full_address,opt1,opt2,org_cd,org_nm,org_type,phone_number
인천,남동구,구월남로 279,371560,주식회사 한달음,인천광역시 남동구 구월남로 279,강남,인천,P041104,한달음_남동점,위탁지원,032-473-1122
인천,남동구,"인주대로 661, 조양씨티프라자 1층",311612,주식회사 한달음,"인천광역시 남동구 인주대로 661, 조양씨티프라자 1층",강남,인천,P244931,한달음_길병원사거리점,전매,032-472-4424
인천,남구,인하로 69-2 1층,372400,현우텔레콤,인천 남구 인하로 69-2 1층,강남,인천,P209506,현우텔레콤_인하점,위탁지원,070-4036-5578
인천,남동구,백범로 360번길 2,309860,현우텔레콤,인천 남동구 백범로 360번길 2,강남,인천,P026274,현우텔레콤_간석점,전매,010-5643-2708
인천,남구,인하로 261,372384,DCT,인천 남구 인하로 261,강남,인천,P287867,DCT_신기점,위탁지원,070-5025-4965
인천,남구,경인로 130,309860,DCT,인천광역시 남구 경인로 130,강남,인천,P280970,DCT_제물포점,위탁지원,070-8286-3093
인천,남동구,문화로 87,310205,(주)나누리통신,인천광역시 남동구 문화로 87,강남,인천,P223949,나누리_예술회관점,전매,032-464-6010
인천,남구,"수봉로 7, 1층",309860,베스트원정보,"인천광역시 남구 수봉로 7, 1층",강남,인천,P171240,베스트원정보_제물포점,전매,032-882-0377
인천,남동구,"독곡로48번길 6, 남송프라자 101호",309860,베스트정보통신,"인천광역시 남동구 독곡로48번길 6, 남송프라자 101호",강남,인천,P256625,베스트_서창점,전매,070-7568-6669
인천,남구,"미추홀대로 716, 메인프라자 제1층 103호",372270,주안2호직영점,"인천광역시 남구 미추홀대로 716, 메인프라자 제1층 103호",강남,인천,P048014,주안2호직영점,직영점,010-8080-5283
인천,남동구,호구포로 792,309860,모래내시장직영점,인천시 남동구 호구포로 792,강남,인천,P131401,남동직영점_구월롯데캐슬점,직영점,010-8080-4015
인천,남동구,"논고개로 101, 아름다운타워1층 107호/124호",372384,인천논현직영점,"인천광역시 남동구 논고개로 101, 아름다운타워1층 107호/124호",강남,인천,P950061,인천논현직영점_인천논현화점,직영점,070-5017-1293
인천,남동구,"성말로 9, 이노프라자 제1층 제 104호",372370,구월직영점,"인천광역시 남동구 성말로 9, 이노프라자 제1층 제 104호",강남,인천,P045559,구월직영점_롯데점,직영점,010-8080-4810
인천,연수구,"컨벤시아대로 69, 밀레니엄상가 제121-1,2호",307867,송도신도시직영1점,"인천광역시 연수구 컨벤시아대로 69, 밀레니엄상가 제121-1,2호",강남,인천,P273075,송도신도시점,직영점,010-8080-1130
인천,남동구,"앵고개로 928, 116호",310471,논현소래직영점,"인천광역시 남동구 앵고개로 928, 116호",강남,인천,P280950,소래포구직영점,직영점,010-8080-2774
인천,남동구,"만수로 63, 만수센타프라자 101호",310471,만수직영점,"인천광역시 남동구 만수로 63, 만수센타프라자 101호",강남,인천,P273341,만수시장직영점,직영점,010-8080-5690
인천,남현구,"논고개로123번길 17 아이플렉스 105호,106호",310471,인천논현아이플렉스직영점,"인천 남현구 논고개로123번길 17 아이플렉스 105호,106호",강남,인천,P152454,인천논현아이플렉스직영점,직영점,010-8080-6975
인천,남동구,호구포로 900,310471,간석만월직영점,인천광역시 남동구 호구포로 900,강남,인천,P249078,간석만월직영점,직영점,010-8080-5991
인천,부평구,부평대로 90,312215,부평시장직영점,인천광역시 부평구 부평대로 90,강남,인천,P187074,부평시장직영점_부평시장역점,직영점,070-4042-8730
인천,부평구,부평문화로 54,311476,부평문화로직영점,인천광역시 부평구 부평문화로 54,강남,인천,P273444,부평문화로점,직영점,070-5017-5968
인천,부평구,"주부토로 223, 제1층 111호,112호",311442,갈산직영점,"인천광역시 부평구 주부토로 223, 제1층 111호,112호",강남,인천,P236811,갈산직영점,직영점,070-5017-9480
경기,부천시,경인로 231,372464,(주)가온유플러스,경기도 부천시 경인로 231,강남,인천,P152949,가온_부천남부점,위탁지원,070-8252-8289
인천,부평구,부평문화로 61,310326,(주)가온유플러스,인천광역시 부평구 부평문화로 61,강남,인천,P034119,가온_문화사거리,위탁지원,032-513-2010
경기,부천시,경인로216번길 10,372537,(주)가온유플러스,경기도 부천시 경인로216번길 10,강남,인천,P252237,가온_소사테마거리점,임차지원2,010-4696-5010
인천,부평구,경원대로 1376-1,312423,환희스퀘어,인천광역시 부평구 경원대로 1376-1,강남,인천,P030637,환희스퀘어_부평대한극장점,위탁지원,070-4656-0751
인천,부평구,세월천로 47,312423,(주)가온텔레콤,인천광역시 부평구 세월천로 47,강남,인천,P026594,가온텔레콤_청천점C4,위탁지원,032-508-4010
인천,부평구,동수북로 156,311845,(주)가온텔레콤,인천광역시 부평구 동수북로 156,강남,인천,P253084,가온텔레콤_부평동점C4,위탁지원,032-517-4010
인천,부평구,"마장로 320, 한화프라자 110호,111호",310326,(주)가온텔레콤,"인천광역시 부평구 마장로 320, 한화프라자 110호,111호",강남,인천,P019893,가온텔레콤_산곡점_C4,위탁지원,032-713-4110
인천,부평구,동암남로 4 리치프라자 101호,312560,(주)가온텔레콤,인천광역시 부평구 동암남로 4 리치프라자 101호,강남,인천,P254796,가온텔레콤_동암남부역점,임차지원2,032-432-4010
인천,부평구,마장로 437,306891,(주)가온텔레콤,인천광역시 부평구 마장로 437,강남,인천,p245494,가온텔레콤_청천점,임차지원2,032-511-4010
인천,부평구,경원대로 1268,306891,다올,인천 부평구 경원대로 1268,강남,인천,P286485,다올_부평아울렛,위탁지원,070-8289-8757
인천,부평구,"안남로222번길 27, 경남1차 아파트 상가 1층",306891,다올,"인천광역시 부평구 안남로222번길 27, 경남1차 아파트 상가 1층",강남,인천,P241114,다올_산곡점,일반전매점,070-7530-8758
인천,부평구,평천로 334,300481,엑스퍼트정보통신,인천광역시 부평구 평천로 334,강남,인천,P155056,엑스퍼트_갈산사거리점,위탁지원,070-4877-4922
경기,부천시,"역곡로 7, 스카이빌딩 103호",306891,엑스퍼트정보통신,"경기도 부천시 역곡로 7, 스카이빌딩 103호",강남,인천,P239126,엑스퍼트_역곡북부사거리점,위탁지원,070-4877-1323
인천,부평구,열우물로 37,311875,엑스퍼트정보통신,인천광역시 부평구 열우물로 37,강남,인천,P225847,엑스퍼트_동암점,위탁지원,070-4877-4929
경기,부천시,부흥로 197 102호/103호,306891,엑스퍼트정보통신,경기도 부천시 부흥로 197 102호/103호,강남,인천,P242403,엑스퍼트_중동시장점,일반전매점,070-4877-4925
경기,부천시,원미구 옥산로 153,306903,엑스퍼트정보통신,경기도 부천시 원미구 옥산로 153,강남,인천,P255151,엑스퍼트_도당점,일반전매점,070-4877-4928
인천,중구,자유공원로4 1층,306903,탄탄텔레콤,인천광역시 중구 자유공원로4 1층,강남,인천,P285886,동인천점,위탁지원,032-542-3737
인천,중구,우현로 41-1,306903,탄탄텔레콤,인천광역시 중구 우현로 41-1,강남,인천,P228668,신포시장점,위탁지원,070-4642-0102
인천,동구,송화로2번길 1,309638,지명모바일,인천광역시 동구 송화로2번길 1,강남,인천,P950607,화평점,일반전매점,070-4806-4010
인천,중구,우현로 85 1층 (인현동),309633,동인천직영점,인천 중구 우현로 85 1층 (인현동),강남,인천,P713954,동인천직영점,직영점,070-5017-7916
인천,연수구,"먼우금로 190, 제1층 107호,108호",310838,연수직영점,"인천광역시 연수구 먼우금로 190, 제1층 107호,108호",강남,인천,P251356,연수직영점,직영점,010-8080-0636
경기,평택시,안중읍 안현로서6길 58,309633,㈜엔더블유,경기도 평택시 안중읍 안현로서6길 58,강남,평택,P207156,엔더블유_현화점,전매점,010-5759-6060
경기,평택시,안중읍 안중로 130,310838,㈜엔더블유,경기도 평택시 안중읍 안중로 130,강남,평택,P950024,엔더블유_안중점,C4,010-6746-6576
경기,평택시,포승읍 여술로 17,372387,㈜엔더블유,경기도 평택시 포승읍 여술로 17,강남,평택,P963210,엔더블유_포승점,C4,010-7773-7612
경기,평택시,안중읍 안현로서6길 32,370153,㈜엔더블유,경기도 평택시 안중읍 안현로서6길 32,강남,평택,P254702,엔더블유_국민점,전매점,010-7507-1450
경기,평택시,안중읍 안현로서8길 21,312825,㈜엔더블유,경기도 평택시 안중읍 안현로서8길 21,강남,평택,P272302,엔더블유_터미널점,C4-2,010-5665-7755
경기,평택시,송탄로 406 (지산동) 1층 LGU+,312857,노블레스,경기도 평택시 송탄로 406 (지산동) 1층 LGU+,강남,평택,P278437,노블레스_송탄터미널점,C4,070-8615-9924
경기,평택시,송탄로 66 (이충동) 1층 LGU+,370774,노블레스,경기도 평택시 송탄로 66 (이충동) 1층 LGU+,강남,평택,P290922,노블레스_장당점,C4,070-5124-9924
경기,평택시,청북읍 안청로 336,371001,안성모바일,경기 평택시 청북읍 안청로 336,강남,평택,P269803,안성모바일_청북점,위탹운영,031-681-6019
경기,평택시,중앙2로 1 (평택동),309606,안성모바일,경기도 평택시 중앙2로 1 (평택동),강남,평택,P792107,안성모바일_평택오거리점,위탁지원,031-651-6019
경기,안성시,중앙로 366 (석정동) 크리스탈빌딩 1층,309603,안성모바일,경기도 안성시 중앙로 366 (석정동) 크리스탈빌딩 1층,강남,평택,P031373,안성모바일_터미널점,위탁지원,031-671-5019
경기,안성시,안성맞춤대로 1061-1 (대천동),312916,안성모바일,경기도 안성시 안성맞춤대로 1061-1 (대천동),강남,평택,P953364,안성모바일_대천점,일반전매점,031-677-7019
경기,안성시,중앙로 412 (영동),313579,안성모바일,경기도 안성시 중앙로 412 (영동),강남,평택,P258201,안성영동점,일반전매점,031-677-1661
경기,안성시,중앙로 365 (석정동),312525,안성모바일,경기도 안성시 중앙로 365 (석정동),강남,평택,P270596,안성모바일_휴대폰가게점,일반혼매점,031-677-7273
경기,평택시,이충로35번길 20-9 (이충동) 1층 LGU+,370103,영텔레콤,경기도 평택시 이충로35번길 20-9 (이충동) 1층 LGU+,강남,평택,P191320,영텔레콤_이충점,C4,031-658-6663
경기,평택시,정암로 4 (서정동) 1층 엘지유플러스,312445,파인컴퍼니,경기도 평택시 정암로 4 (서정동) 1층 엘지유플러스,강남,평택,p287600,파인-서정리역점,C4-2 ,010-5578-1012
경기,평택시,탄현로 322 (지산동) 1층 엘지유플러스,306899,파인컴퍼니,경기도 평택시 탄현로 322 (지산동) 1층 엘지유플러스,강남,평택,p273596,파인-송탄점,C4,010-2263-3223
경기,평택시,관광특구로 37 (서정동) 1층 엘지유플러스,310243,파인컴퍼니,경기도 평택시 관광특구로 37 (서정동) 1층 엘지유플러스,강남,평택,p950021,파인-송탄출장소점,전매,010-9321-7609
경기,안성시,공도읍 공도로 78 엘지유플러스,310276,㈜스타클래스,경기도 안성시 공도읍 공도로 78 엘지유플러스,강남,평택,P257394,에스투모바일_공도점,일반전매,031-618-1199
경기,평택시,평남로 709 (비전동),312758,㈜스타클래스,경기도 평택시 평남로 709 (비전동),강남,평택,P271036,에스투모바일_비전동점,C4,070-4642-3900
경기,평택시,평남로 937 (비전동) 1층,309464,㈜스타클래스,경기도 평택시 평남로 937 (비전동) 1층,강남,평택,p278365,에스투모바일_소사벌점,C4-2,070-4655-2007
경기,평택시,평택1로 11 (평택동) (할리스커피숍1층),309793,피앰지,경기도 평택시 평택1로 11 (평택동) (할리스커피숍1층),강남,평택,P311875,피엠지_평택동점,일반전매점,010-5577-3473
경기,평택시,평택5로20번길 36,309793,피앰지,경기 평택시 평택5로20번길 36,강남,평택,P311875,피엠지_평택시청점,일반전매점,031-654-1233
경기,평택시,평택2로 10,309464,㈜브이아이피플러스,경기도 평택시 평택2로 10,강남,평택,P259475,VIP_명동점,일반전매점,070-7559-9027
경기,평택시,"중앙2로 1 (평택동) , LG U+",307992,㈜브이아이피플러스,"경기도 평택시 중앙2로 1 (평택동) , LG U+",강남,평택,P953473,VIP_시장점,일반전매점,070-4176-8288
경기,평택시,"평택로 58, LG U+ (평택동)",307473,㈜브이아이피플러스,"경기 평택시 평택로 58, LG U+ (평택동)",강남,평택,P046099,VIP_평택역점,C4,070-7565-4019
경기,평택시,"중앙로 38, LG U+ (평택동)",309793,㈜브이아이피플러스,"경기 평택시 중앙로 38, LG U+ (평택동)",강남,평택,P228652,VIP_통북점,C4,070-8202-4022
경기,평택시,"평택2로 27, LG U+",307473,㈜브이아이피플러스,"경기 평택시 평택2로 27, LG U+",강남,평택,P243024,㈜브이아이피플러스_평택점,일반전매점,070-7566-2121
경기,평택시,"중앙로 159, LG U+(비전동)",372481,㈜브이아이피플러스,"경기 평택시 중앙로 159, LG U+(비전동)",강남,평택,P950702,브이아이피_비전동점,일반전매점,070-4062-4019
경기,평택시,"비전5로 15 (강일타운) 102호, LG U+",309793,㈜브이아이피플러스,"경기 평택시 비전5로 15 (강일타운) 102호, LG U+",강남,평택,P281180,비전동_소사점,C4-2,031-658-9063
경기,평택시,관광특구로 13 (서정동) 1층 LGU+,310736,다인모바일주식회사,경기도 평택시 관광특구로 13 (서정동) 1층 LGU+,강남,평택,P040940,LG이동통신_송탄출장소점,C4,031-662-3333
경기,평택시,특구로27번길 73 (서정동) 1층 LGU+,310763,다인모바일주식회사,경기도 평택시 특구로27번길 73 (서정동) 1층 LGU+,강남,평택,P290446,다인모바일_송탄교보점,일반전매,031-663-6789
경기,평택시,평택로 41 (평택동),372468,㈜한백,경기도 평택시 평택로 41 (평택동),강남,평택,P048378,한백_평택터미널점,C4,031-8054-8071
경기,평택시,평택로32번길 1 (평택동),310121,평택직영점,경기도 평택시 평택로32번길 1 (평택동),강남,평택,P045004,평택직영점_평택1번가점,직영점,070-4015-5832
경기,평택시,평택2로 37 (평택동),311071,평택오거리직영점,경기도 평택시 평택2로 37 (평택동),강남,평택,P288108,평택오거리직영점,직영점,070-4032-8555
경기,화성시,"동탄중심상가1길 33 (반송동) 101,102호",310121,동탄직영점,"경기도 화성시 동탄중심상가1길 33 (반송동) 101,102호",강남,평택,P139516,동탄직영점,직영점,070-5022-5032
경기,화성시,동탄지성로 108 (반송동) 105호,307054,동탄센트럴직영점,경기도 화성시 동탄지성로 108 (반송동) 105호,강남,평택,P256928,동탄센트럴직영점_센트럴파크점,직영점,070-5017-5098
경기,오산시,원동로37번길 41 (원동),312814,오산로데오직영점,경기도 오산시 원동로37번길 41 (원동),강남,평택,P252229,오산로데오직영점,직영점,070-5017-6212
경기,화성시,"떡전골로 60 (병점동, 병점역효성해링턴플레이스) 1층",312814,병점직영점,"경기도 화성시 떡전골로 60 (병점동, 병점역효성해링턴플레이스) 1층",강남,평택,P246151,병점직영점,직영점,070-5110-3651
경기,화성시,동탄반석로 120 (반송동) 제1층 118호,309848,동탄남광장직영점,경기도 화성시 동탄반석로 120 (반송동) 제1층 118호,강남,평택,P287888,동탄남광장직영점,직영점,070-5123-2670
경기,오산시,"성호대로 130 (원동) 114,115호",371223,오산운암직영점,"경기도 오산시 성호대로 130 (원동) 114,115호",강남,평택,P277154,오산운암직영점,직영점,070-5017-7426
경기,화성시,"동탄순환대로 693, 대성메디컬프라자 108호",310257,동탄2신도시직영점,"경기 화성시 동탄순환대로 693, 대성메디컬프라자 108호",강남,평택,P292544,동탄2신도시직영점,직영점,070-5025-1343
경기,화성시,동탄중심상가2길 2 104호 (반송동),371585,(주)리더스오브이노베이션,경기도 화성시 동탄중심상가2길 2 104호 (반송동),강남,평택,P281178,리더스_동탄북광장점 ,대리점,070-8080-3320 
경기,오산시,성호대로 72 (오산동),311309,(주)리더스오브이노베이션,경기도 오산시 성호대로 72 (오산동),강남,평택,P252876 ,리더스_오산중원점,대리점,070-4801-1150
경기,화성시,봉담읍 동화길 93-2 제이스프라자 103호,371343,(주)리더스오브이노베이션,경기도 화성시 봉담읍 동화길 93-2 제이스프라자 103호,강남,평택,P239500,리더스_동화마을점,대리점,070-7568-0010
경기,오산시,대원로 51 (원동),312406,(주)리더스오브이노베이션,경기도 오산시 대원로 51 (원동),강남,평택,P254618,리더스_오산운암점,대리점,031-377-8019
경기,화성시,병점1로 218 (병점동) a동 111호,371380,(주)리더스오브이노베이션,경기도 화성시 병점1로 218 (병점동) a동 111호,강남,평택,P039545,리더스_병점점,대리점,070-8600-9700
경기,화성시,남양읍 남양시장로 80 1층,311609,(주)리더스오브이노베이션,경기도 화성시 남양읍 남양시장로 80 1층,강남,평택,P279276,리더스_남양점,대리점,070-4801-0733
경기,화성시,"동탄대로시범길 148-20 (청계동, 마추프라자)",310276,(주)리더스오브이노베이션,"경기도 화성시 동탄대로시범길 148-20 (청계동, 마추프라자)",강남,평택,P292633,리더스_동탄2신도시점,대리점,070-5138-2296
경기,화성시,향남읍 향남로 392 1층 108호,312406,단군통신,경기도 화성시 향남읍 향남로 392 1층 108호,강남,평택,P252872,단군통신_향남점,대리점,070-4624-5952
경기,화성시,우정읍 조암남로 20,308053,단군통신,경기도 화성시 우정읍 조암남로 20,강남,평택,P273649,단군통신_조암점,대리점,070-8264-8391
경기,오산시,밀머리로 8 (원동),311049,(주)더베스트,경기도 오산시 밀머리로 8 (원동),강남,평택,P960304,더베스트_원동이마트점,대리점,070-7532-0019
경기,화성시,동탄지성로 125 (반송동) 제1층 107호,311049,(주)더베스트,경기도 화성시 동탄지성로 125 (반송동) 제1층 107호,강남,평택,P287785,반송동_동탄_은행사거리점,대리점,031-613-4019
경기,오산시,궐리사로 30 (궐동),370639,(주)더베스트,경기도 오산시 궐리사로 30 (궐동),강남,평택,P247000,더 베스트_궐동점,대리점,031-378-1555
경기,오산시,수청로 193 (금암동) 세교프라자 1층,307978,(주)더베스트,경기도 오산시 수청로 193 (금암동) 세교프라자 1층,강남,평택,P272438,(주)더베스트_세교점,대리점,070-8201-8109
경기,화성시,"향남읍 발안로 113 , 아스날프라자 104호,105호",312406,(주)더베스트,"경기도 화성시 향남읍 발안로 113 , 아스날프라자 104호,105호",강남,평택,P279826,향남읍_향남점,대리점,031-352-6855
경기,화성시,향남읍 행정중앙2로 67 111호,310257,㈜프렌드컴퍼니,경기도 화성시 향남읍 행정중앙2로 67 111호,강남,평택,P239501,프렌드컴퍼니_향남점,대리점,070-4046-2093
경기,화성시,향남읍 3.1만세로 1106,310276,㈜프렌드컴퍼니,경기도 화성시 향남읍 3.1만세로 1106,강남,평택,P249934,프렌드컴퍼니_발안점,대리점,070-7555-2093
경기,화성시,"향남읍 행정중앙2로 33 , 111호, 112호",310276,㈜프렌드컴퍼니,"경기도 화성시 향남읍 행정중앙2로 33 , 111호, 112호",강남,평택,P281109,향남읍_행정중앙점,대리점,070-4036-2093
경기,화성시,병점2로 38 (병점동),311049,ING컴퍼니,경기도 화성시 병점2로 38 (병점동),강남,평택,P272539,ING컴퍼니_병점태안점,대리점,070-4645-7991
경기,오산시,대원로?6,308053,㈜골드모바일,경기도 오산시 대원로?6,강남,평택,P048598,골드모바일_본점,대리점,031-373-6119
경기,화성시,"동탄솔빛로 58 (반송동) 1층 제101호,102호",311309,㈜골드모바일,"경기도 화성시 동탄솔빛로 58 (반송동) 1층 제101호,102호",강남,평택,P228651,골드모바일_나루마을점,대리점,031-8003-6119
경기,오산시,대원로 18 (원동),308053,㈜골드모바일,경기도 오산시 대원로 18 (원동),강남,평택,P950463,골드모바일_오산원동점,대리점,070-8654-6119
경기,화성시,동탄대로시범길 142 센텀프라자 (청계동),311049,㈜골드모바일,경기도 화성시 동탄대로시범길 142 센텀프라자 (청계동),강남,평택,P292213,골드모바일_동탄점,대리점,031-372-5019
경기,화성시,병점3로 24 그린시티 106호 (병점동),312742,(주)지우텔레콤,경기도 화성시 병점3로 24 그린시티 106호 (병점동),강남,평택,P207157,지우텔레콤_동부출장소점,대리점,031-239-7778
경기,오산시,청학로 103 (궐동),309591,(주)이비플러스,경기도 오산시 청학로 103 (궐동),강남,평택,P166703,은별통신_궐동,대리점,070-8650-4600
경기,오산시,성호대로 89 102호 (오산동),371508,더클래스,경기도 오산시 성호대로 89 102호 (오산동),강남,평택,P046232,더클래스_롯데마트점,대리점,070-7570-0439
경기,화성시,병점3로 10,311751,더클래스,경기도 화성시 병점3로 10,강남,평택,P032452,더클래스_병점점,대리점,070-7571-0439
경기,화성시,동탄대로시범길 257참조은프라자 104호 (청계동),312742,더클래스,경기도 화성시 동탄대로시범길 257참조은프라자 104호 (청계동),강남,평택,P288147,더클래스_동탄2신도시점,대리점,070-4300-0439
경기,오산시,운천로 74 102호 (오산동),313331,(주)선인,경기도 오산시 운천로 74 102호 (오산동),강남,평택,P020314,선인통신_운암점,대리점,031-378-0019
경기,화성시,동탄반석로 204 108호 (반송동),371717,월드컴퍼니,경기도 화성시 동탄반석로 204 108호 (반송동),강남,평택,P247906,월드_동탄한빛마을점,대리점,070-8291-8107
경기,오산시,수청로 199 1층 (금암동),312742,㈜골드모바일,경기도 오산시 수청로 199 1층 (금암동),강남,평택,P268834,골드모바일_세교점,대리점,070-8231-6112
전남,목포시,신흥로83번길 27 (옥암동),313075,신우정보,전남 목포시 신흥로83번길 27 (옥암동),호남,목포,P042972,신우정보_본점,C4,061-287-7117
전남,영광군,영광읍 옥당로 165,312959,신우정보,전남 영광군 영광읍 옥당로 165,호남,목포,P042399,신우정보_영광터미널점,C4,061-352-1133
전남,목포시,백련대로 274 (상동),312959,신우정보,전남 목포시 백련대로 274 (상동),호남,목포,P021064,신우정보_상동점,일반전매점,061-283-2019
전남,목포시,산정로 164 1 (용당동),301054,신우정보,전남 목포시 산정로 164 1 (용당동),호남,목포,P276719,신우정보_사랑점,일반전매점,070-7566-0038
전남,목포시,영산로 509 엘지텔레콤 터미널점 (상동),311727,신우정보,전남 목포시 영산로 509 엘지텔레콤 터미널점 (상동),호남,목포,P040456,신우정보_터미널점,일반전매점,010-5556-5202
전남,목포시,청호로 141 (산정동),311867,제우스통신,전남 목포시 청호로 141 (산정동),호남,목포,P026443,제우스_북항점(본점),일반전매점,061-279-0102
전남,목포시,영산로75번길 9,313220,(유)알파,전남 목포시 영산로75번길 9,호남,목포,P289726,알파_죽동점,일반전매점,010-2364-1009
전남,목포시,백년대로 292 (상동),372482,다복통신,전남 목포시 백년대로 292 (상동),호남,목포,P023751,다복통신_본점,C4,070-8289-5209
전남,목포시,비파로 57 (상동),307973,다복통신,전남 목포시 비파로 57 (상동),호남,목포,P246451,다복통신_하당1호점,C4,070-4383-1775
전남,무안군,"삼향읍 남악4로 50, 골든스위트 주상복합 119호",312282,MK,"전남 무안군 삼향읍 남악4로 50, 골든스위트 주상복합 119호",호남,목포,P295998,MK_남악2호점,일반전매점,010-8000-0007
전남,강진군,강진읍 보은로4길 30,313067,Smart정보통신,전남 강진군 강진읍 보은로4길 30,호남,목포,P238068,SMART정보통신_강진점(본점),일반전매점,061-434-0170
전남,장흥군,장흥읍 중앙로 40-2,312394,Smart정보통신,전남 장흥군 장흥읍 중앙로 40-2,호남,목포,P953540,SMART정보통신_장흥점,일반전매점,061-863-3830
전남,완도군,완도읍 장보고대로 191,312394,Smart정보통신,전남 완도군 완도읍 장보고대로 191,호남,목포,P282466,SMART정보통신_완도점,일반전매점,061-555-3830
전남,목포시,부흥로 23 (상동),310902,하당직영점,전남 목포시 부흥로 23 (상동),호남,목포,P261210,하당직영점,C5,061-284-6019
전남,목포시,영산로 93-1 (명륜동),306871,목포중앙직영점,전남 목포시 영산로 93-1 (명륜동),호남,목포,P015813,목포중앙직영점,C5,061-284-5019
전남,목포시,백년대로 318 유플러스 (상동),307947,상동직영점,전남 목포시 백년대로 318 유플러스 (상동),호남,목포,P653959,상동직영점,C5,070-4045-5608
전남,목포시,영산로 97 (명륜동),371715,목포직영점,전남 목포시 영산로 97 (명륜동),호남,목포,P961623,목포직영점,C5,070-5017-4649
전남,무안군,삼향읍 남악3로 71,370138,남악직영점,전남 무안군 삼향읍 남악3로 71,호남,목포,P271686,남악직영점,C5,070-4063-4215
전남,해남군,해남읍 중앙1로 135 엘지텔레콤,312373,해남직영점,전남 해남군 해남읍 중앙1로 135 엘지텔레콤,호남,목포,P039588,해남직영점,C5,070-4369-5921
광주,북구,밤실로 206 (두암동),312700,두암직영점,광주 북구 밤실로 206 (두암동),호남,서광주,P271647,두암직영점,C5,070-4318-0123
광주,서구,상무중앙로 7 (치평동),310996,상무역직영점,광주 서구 상무중앙로 7 (치평동),호남,서광주,P281608,상무역직영점,C5,070-8286-8570
광주,서구,상무중앙로 101 (치평동),311464,상무평화직영점,광주 서구 상무중앙로 101 (치평동),호남,서광주,P271649,상무평화직영점,C5,070-4045-6421
광주,서구,화정로 126 대주피오레상가 2동101호,310135,염주직영점,광주시 서구 화정로 126 대주피오레상가 2동101호,호남,서광주,P209527,염주직영점,C5,070-4809-4968
광주,서구,운천로 2,310996,금호사거리직영점,광주광역시 서구 운천로 2,호남,서광주,P253848,금호사거리직영점,C5,010-8080-0860
광주,광산구,목련로273번길 97 (운남동),312394,운남직영점,광주시 광산구 목련로273번길 97 (운남동),호남,서광주,P700073,운남직영점,C5,070-4369-5748
광주,서구,풍금로 10 (풍암동),311418,풍암직영점,광주 서구 풍금로 10 (풍암동),호남,서광주,P262405,풍암직영점,C5,070-4036-4501
광주,광산구,첨단중앙로116번길 8 101호 (월계동),312397,첨단직영점,광주광역시 광산구 첨단중앙로116번길 8 101호 (월계동),호남,서광주,P292050,첨단직영점,C5,070-4369-5747
광주,광산구,장신로 82 (장덕동),370376,수완직영점,광주 광산구 장신로 82 (장덕동),호남,서광주,P218909,수완직영점,C5,070-4369-3947
광주,광산구,상무대로 202 엘지유플러스 (송정동),312394,송정역직영점,광주시 광산구 상무대로 202 엘지유플러스 (송정동),호남,서광주,P287790,송정역직영점,C5,070-8285-4006
광주,서구,상무중앙로 95 (치평동),313353,치평직영점,광주 서구 상무중앙로 95 (치평동),호남,서광주,P250874,상무치평직영점,C5,070-8286-7951
광주,남구,군분로 28-1 (월산동),370138,코리아정보통신,광주 남구 군분로 28-1 (월산동),호남,서광주,P256113,코리아정보_본점,일반전매점,062-363-6011
광주,광산구,첨단중앙로 164 (쌍암동),311464,㈜탑정보통신,광주 광산구 첨단중앙로 164 (쌍암동),호남,서광주,P273281,탑정보_첨단1점,C4-2,062-972-8010
광주,광산구,사암로 275 (월곡동),307963,㈜다음,광주 광산구 사암로 275 (월곡동),호남,서광주,P031779,㈜다음_월곡점,일반전매점,062-956-7019
광주,서구,운천로 5 (금호동),311464,코리아유플러스,광주 서구 운천로 5 (금호동),호남,서광주,P033689,코유_염주점,C4,010-8020-4211
광주,서구,상무대로867번길 2 (쌍촌동),310902,코리아유플러스,광주 서구 상무대로867번길 2 (쌍촌동),호남,서광주,P139452,코유_쌍촌점,일반전매점,062-655-8010
광주,광산구,송정로1번길 88 (송정동),370805,N플러스,광주 광산구 송정로1번길 88 (송정동),호남,서광주,P101111,N플러스_송정점,C4,062-946-1711
전남,장성군,장성읍 매화1길 2 (영천리),307965,장성,전남 장성군 장성읍 매화1길 2 (영천리),호남,서광주,P288412,장성_장성경찰서점,일반전매점,061-375-0621
광주,서구,상무대로1057번길 3-9 (화정동),312700,수민텔레콤,광주 서구 상무대로1057번길 3-9 (화정동),호남,서광주,P214627,수민텔레콤_화정점,일반전매점,062-361-9019
광주,광산구,"신창로 64 107호 (신창동, 프뤼몰타운)",311687,(유)빛고을텔레콤,"광주 광산구 신창로 64 107호 (신창동, 프뤼몰타운)",호남,서광주,P222127,(유)빛고을텔레콤_신창우체국점,C4,062-959-4416
광주,광산구,신창로 2 (신가동),312700,(유)빛고을텔레콤,광주 광산구 신창로 2 (신가동),호남,서광주,P039929,(유)빛고을텔레콤_신창점,일반전매점,062-959-5019
전남,나주시,중앙로 38-1 (중앙동),311727,앤제이정보통신,전남 나주시 중앙로 38-1 (중앙동),호남,서광주,P014207,앤제이정보_나주점,일반전매점,061-332-0500
광주,광산구,풍영철길로 22 (우산동),313354,이윤텔레콤,광주 광산구 풍영철길로 22 (우산동),호남,서광주,P281514,이윤텔레콤_우산2호점,C4-2,062-716-3010
